22,1823572
4,879899306
22,39800186
12,78662081
14,96069536
3,415832581
8,255083008
2,471892176
3,515482643
9,119596647
7,993555408
4,718707522
0,823592365
1,852298088
12,04980189
13,06640014
5,511077866
19,7128252
20,65300409
5,857161269
0,452925956
10,63179037
1,354912541
2,148464756
2,144163173
41,19326694
15,42177295
2,60524974
0,516840427
4,079454986
12,52692727
28,96345424
0,036479694
11,93279856
6,620733428
14,60191946
5,079358596
2,549849462
1,192203041
7,41319382
8,901807844
1,245123173
25,61201882
8,809391967
0,46739979
0,6155882
0,900521532
6,011299219
3,962893327
4,630845387
9,696825873
0,091228307
5,892513682
0,319277244
0,604753267
25,72545595
10,99097512
7,559806095
1,639525384
15,08800365
3,062245612
10,20413602
6,363138642
6,775812983
13,0340701
1,470487768
1,634172224
8,204012082
3,766987114
9,913052775
7,793626513
5,70825928
16,50827032
3,423106364
0,732049607
3,61927978
0,22401678
12,17498909
24,71603953
4,582800537
7,997644444
11,71815521
18,1266071
1,180731496
7,690684499
19,40321688
0,5065549
2,195959179
6,892756766
15,55662538
2,392238938
19,3098504
7,469653363
6,213406245
11,69708996
12,17324922
0,797565049
6,517418012
15,0561571
11,72222777
2,090408001
1,504665778
1,046739335
16,09574439
1,441516648
7,677087366
0,146533178
7,995453577
1,36075673
6,705083826
32,91475125
28,06536672
3,924030599
27,04295164
0,196073337
0,239374853
3,854949302
9,707031614
0,999884317
3,830806973
4,316060924
21,15516128
0,108787359
5,731449411
9,69096438
4,459984813
12,70928332
21,42180826
1,124107069
43,83250915
9,50905853
0,04372578
1,800721753
14,34614081
23,21599848
2,739556716
4,057615985
10,86631083
1,437967932
19,27600042
1,488308373
12,90141112
1,188968355
5,716642789
0,981293509
6,177206961
4,34722079
14,49225264
2,966721983
4,880224877
14,09456866
3,190596286
20,12508389
73,3367901
31,55970272
13,25064494
18,78373684
1,44945584
21,33339233
24,35944999
6,399932156
13,94969099
6,963868456
1,52597645
18,74479559
0,477116256
10,62201129
6,298615192
11,24199031
12,83328577
3,396708094
10,22996021
8,794208503
3,212805436
7,832269779
3,297424493
17,84477511
12,65850708
8,856234544
16,78578244
2,401035596
32,52608943
2,909199651
2,093739067
2,394692011
2,963915543
74,84332869
20,1357826
40,46341876
14,05529713
6,159179398
5,328415826
26,06559216
2,411057635
38,12875328
21,21587515
2,986214406
8,253533714
2,340207396
22,7493258
17,05685007
19,40949117
2,747781888
5,703059574
4,503507307
21,88519157
3,832366087
6,951054304
7,345028169
4,106295711
6,612759188
1,783909393
6,22244602
3,426687903
0,298690251
4,651931564
63,88847889
8,258496913
32,74013031
3,375275264
2,941585478
7,040529034
8,547055899
25,32226982
9,899304833
61,6236894
2,780270911
6,548211278
16,76207839
45,22815548
5,1972744
1,295982361
9,098715636
7,396162536
17,10388723
13,58449999
0,138535203
0,17467084
3,829044086
1,621309164
7,337553864
37,73206405
0,224196789
5,633511662
5,983122698
3,978640145
2,197416614
2,350659605
16,71129726
2,707690692
7,766392657
4,820683447
18,30134513
15,69561852
3,656183768
20,35410854
22,15381381
1,311114583
16,04218003
2,920331469
16,39929491
2,926922507
1,635741816
8,661400405
6,762504876
11,00984308
44,61568644
6,379774617
3,213934933
7,551671902
6,329482895
13,86709582
0,13521205
0,513437918
4,890567032
2,728376728
2,452301271
9,790542479
24,58266457
3,195318435
31,13397652
9,293347865
36,90268331
25,15598429
5,919545282
15,09203531
32,40815123
4,696989205
8,633172292
4,786055071
0,293955057
20,01924588
3,120440101
3,168988997
19,28969245
2,62812806
19,28457861
1,090486169
23,82272484
0,385532684
11,01085082
11,36617906
0,239892391
14,49278301
34,93134847
7,489834362
56,53085763
1,128790839
26,05644218
0,365623327
9,090755793
1,47810389
48,88023829
5,154621851
10,00445701
50,07484697
15,79809325
2,746625131
13,35169237
3,063313643
30,66210346
13,02605975
5,251189309
6,890895885
17,6968785
9,3968431
0,960478201
16,15636301
2,88517026
5,262924546
0,527069002
4,037255154
2,189252669
45,36528256
3,07379752
6,72023319
18,48653856
2,231562868
11,04064285
0,330586851
3,5399049
8,570496773
4,08836462
5,450884043
12,58771198
3,673634369
5,580277113
5,164445297
5,85198222
7,729220297
2,268889912
3,164964884
10,42374675
19,01268766
10,46799789
7,327894095
15,09942253
4,587478369
1,127993005
16,05887388
22,76976264
3,363749615
8,576763116
3,41463513
4,827124691
2,72642711
11,96875932
18,28178007
0,497268739
3,175828359
7,800888558
4,260003783
19,85408277
32,07695688
15,16934919
20,26563103
27,79972538
3,004233411
17,34116309
7,200851151
1,324730081
1,848551153
8,393505687
13,17523632
0,083633078
10,00640708
55,92558779
1,430567767
17,84097065
2,553081139
0,477174998
2,640342994
0,171915776
10,30316416
4,197918101
8,694082059
14,58074633
23,65674903
14,58004745
13,93723948
3,406139549
1,309592913
4,006811855
3,085673262
5,596314077
4,724055358
8,790716042
0,433944727
7,416081359
28,65549884
7,804436679
0,032349827
4,771356358
5,997461113
23,31449368
30,33912044
2,128224474
22,72292618
4,640335644
18,99075293
4,039779148
11,09127611
14,151865
25,76065785
17,02171125
1,175269881
15,2643198
14,94853644
4,028955615
7,248215166
9,186017809
11,53605614
13,35880721
8,898900626
10,79112833
1,62741368
10,2904989
0,121220028
1,191447227
10,83318014
30,99486721
2,714319392
8,828622262
11,54386036
1,059440255
28,94258888
23,98481315
7,334229976
17,538128
9,256585552
3,712302936
13,3650745
4,615763973
17,39116072
3,193369435
7,245965361
10,3682033
21,39657907
7,690222167
16,84456753
18,52838563
1,442957029
0,589332479
5,850030185
15,94606652
11,75387608
6,866389669
0,382384563
1,567186987
35,01011231
3,175490256
15,89549444
3,72045494
29,75873485
13,98563436
7,751469368
20,57329502
6,785560601
25,14532556
3,519787926
4,46622485
7,817077901
26,01827756
8,207543837
11,76543109
13,31798424
5,844536951
1,550892281
15,80692051
10,37538479
1,172660527
3,618018104
8,704231424
36,45630453
26,26587777
19,44778607
5,356574326
7,649543808
17,39495026
5,720862359
42,70377164
6,130376331
4,55584928
26,6359156
17,41904644
3,258976787
2,764358948
5,988237789
31,19177366
2,997858973
6,188224022
4,773747901
0,460131576
85,86394603
0,466029122
4,033671378
0,770178779
47,26972288
0,970183572
3,5449445
2,787915915
2,393881078
9,990086642
4,864826937
17,620362
1,850725548
16,50665379
6,859053012
0,84591518
3,204402809
0,834145184
16,60250097
1,273411299
3,868558217
18,13219858
6,234664731
15,24088153
1,772882453
5,343530385
0,848804764
0,957434788
1,088393677
4,689658537
4,629706593
3,581141773
2,324373318
0,95378722
5,023015622
6,657394039
5,440537176
0,814676259
3,835786489
3,206350004
9,122663065
33,33763441
37,60629046
5,841043947
17,59876222
46,71185412
6,84880325
25,63152258
12,00801573
12,36754821
6,403976417
20,29487457
28,28952214
1,671687451
3,497776143
37,25463481
2,968506521
1,990789291
12,55359296
1,897283529
7,756556645
46,6908259
25,16936615
1,145748491
22,19826801
9,174971564
9,45896753
54,86992819
17,74106602
13,01443294
40,42910523
1,124115738
26,02639171
32,02713642
3,219988373
6,033258854
0,512818765
2,745638388
14,09008979
0,619866386
2,570124116
10,27483966
8,759117201
2,352982808
1,376444573
3,753319271
1,61028202
1,798106393
23,86588667
4,039305922
2,190603238
10,32113674
33,95363012
28,21724397
7,219413326
0,384640625
2,772860158
41,28916323
1,504259434
1,431265595
5,980554832
32,83524872
1,792811159
0,195355003
17,52421482
11,33614125
0,359657799
3,764740396
1,110127723
6,908146848
3,719169042
8,536020858
9,778958259
9,601071672
4,42070631
3,584993405
11,4318935
13,76465127
2,234404468
8,912654828
10,96801693
17,75457605
8,557677646
1,334147755
33,69280823
3,626038374
14,62842357
14,82211964
9,992417486
16,80455531
43,22470415
6,650026202
24,0083846
33,36003455
2,324755515
1,427996633
0,846716911
9,976034059
5,380818665
1,39790707
12,99184373
2,975455981
2,22854264
0,246372184
10,09973522
2,934131275
9,837814792
6,76394682
0,809951074
9,128671763
23,32508579
20,36531319
28,13989308
8,031505238
1,590991246
0,72769217
30,33701222
4,481003054
3,819472686
8,592680532
4,343564059
23,44154859
8,57604612
28,86088866
0,679088781
49,78733551
15,30276174
2,582266626
0,134298123
3,776302455
3,466130781
62,49908662
7,94082327
1,555892305
13,35844114
6,16018955
22,17151977
0,023856732
48,45269086
54,55881426
0,460874365
2,256268586
4,373365654
17,8205659
1,746308824
9,15326704
25,52863595
20,02832215
0,465180527
1,943384198
15,14652906
3,204049802
10,74497057
12,48245347
5,100011936
1,659551122
17,58651136
7,360346537
2,657157317
3,390801405
1,893002188
0,608965918
16,292708
4,336413507
49,77935692
3,932915399
5,495384589
10,19967858
1,971386609
20,1833717
4,664087474
21,05127767
0,610045899
1,074079791
7,999057255
11,55128599
10,73628414
7,585122574
11,96497194
22,01324677
21,34867669
3,223472025
5,943311828
2,847063276
0,97651253
0,764474636
8,119479391
7,443328077
11,56740293
8,486375605
8,055179432
20,61917551
4,874891078
0,714789582
4,113202135
20,09002044
9,836991774
3,79177891
8,169243351
12,16756504
28,22167057
6,281173188
32,58343831
10,12396168
22,38782874
1,89229257
4,262058362
1,772010076
34,71178996
1,301222775
15,26572172
2,083328549
19,45561169
13,66286587
14,32670305
3,722109037
9,539341436
0,539474959
4,417729212
8,816775693
12,03164508
3,427398088
19,25330137
1,592839404
8,69547678
1,326784489
18,86600868
0,37770561
2,02935263
27,77085014
3,578203053
32,75866646
7,969372845
0,281096948
3,258600236
18,95724297
16,83637017
14,56756025
7,742312638
0,960924385
0,436761274
9,970266749
14,28892143
10,27793194
9,94629708
11,31522467
12,19015945
44,65131349
24,17027202
1,329040503
0,442012261
4,609306616
32,37330845
15,35235964
11,85614606
5,815379318
8,4932431
9,829989794
5,322086149
2,074607174
2,57710983
4,429386531
4,642273127
29,08624923
1,098422527
31,30250185
1,551679226
120,9631196
40,1148927
0,413542734
1,277789761
30,08245421
0,814728011
4,294868405
5,295242855
1,281005932
0,709065215
4,228877274
6,21332161
0,084540825
7,185038297
53,05430681
5,562654351
28,80420386
0,375549882
5,183370419
29,47251082
7,30696986
18,99840713
15,03820063
5,100167236
6,165043154
8,021177979
6,514575484
5,258118641
8,566945711
4,164529896
45,31520557
7,29414497
8,620829021
10,14149124
7,555618996
3,321254083
18,22655036
12,99732648
67,61101614
5,49434011
0,693256169
0,737930152
21,16447507
1,336550865
5,630726468
5,657877209
9,062416715
1,690843531
47,11983798
4,220773305
8,976895029
4,732249208
8,139907955
0,726799799
1,070342508
1,112945773
4,928897742
2,592148233
7,600425717
20,39718898
7,014483446
11,5079481
11,47117926
19,84006856
11,91544373
2,43230289
1,278678872
7,271150484
0,885996089
0,812090505
9,464727086
23,77060859
14,39939835
1,263180782
5,866686002
3,00175151
0,177768582
4,062260763
5,660916066
13,56338544
1,998162928
3,441660453
8,958212304
2,866577739
0,415157951
42,65790932
13,70557138
0,502690607
28,00017899
14,97345761
11,14229426
2,378809146
18,20053418
21,6198281
2,720967558
17,53597644
12,05596905
4,970017111
21,58613125
0,084987555
9,125610222
2,306222085
5,454506646
0,780215297
2,54809049
10,04559441
12,43410276
7,696421837
2,592131655
3,98395154
16,92298682
8,440159488
5,172478303
1,258108334
7,480970261
15,94511557
8,661534527
14,34880854
0,670170267
13,81806097
3,418654038
6,320379071
46,74913897
0,505415054
31,12472046
54,06652173
3,613510077
17,73725184
8,386222145
1,695877912
17,90377041
15,23275691
1,724251169
0,60641188
5,571689872
18,0128853
7,705804721
23,15895334
1,191202553
4,391040167
8,706883528
21,25941646
7,787024716
8,92605392
1,59138759
0,667786523
8,192798182
40,47285445
3,476515635
16,74477181
1,608728695
5,221364455
4,602534053
20,20441555
1,517682659
12,48872569
1,856552564
10,89538067
8,417190309
17,88538918
54,33587672
21,45200559
6,707219031
0,555798286
0,751842632
1,853612642
1,669964989
4,449318745
7,342327204
5,555524126
4,825026077
14,55229766
3,300032012
11,82977497
13,60276275
10,22887676
7,133135659
6,203095053
9,809707771
25,11256231
0,310318157
1,205916683
11,6815423
2,027196498
0,074732818
2,247755669
11,35167169
5,624209876
21,18658237
5,150032199
2,076435382
13,43778626
9,12212042
1,154339919
1,928606824
6,013084205
41,67479681
11,50987847
25,24091988
10,07803333
14,46325319
17,47387472
43,73490162
13,71159616
11,9126583
23,2030118
3,14910019
2,234501445
3,564047337
8,567187635
11,25837836
4,411890251
16,23116802
18,19970399
11,62811633
0,601812036
2,590742605
5,545841881
39,80652721
23,76312206
13,49677582
6,179457723
39,30088027
23,82028381
7,993740523
68,98845264
0,131125078
0,952707565
7,788372821
31,03498532
13,09444766
0,283799873
6,351432681
5,933440304
15,40986576
5,622341583
41,809764
7,92649926
2,317377363
7,94626316
4,380533021
29,48517571
6,811178719
0,649611767
6,710017602
4,034597203
16,31757992
1,330770006
10,98911187
0,915225054
0,534268904
14,48415234
0,177619893
3,957519561
5,218339667
2,998090331
4,971452191
1,011885746
15,23562426
13,9219664
7,109621937
11,24963032
35,03172745
6,422811502
7,458076876
1,605463347
63,85007522
10,4586007
4,033423151
22,11858619
16,96940409
14,1158833
8,521578573
23,1064626
23,34639937
3,681505389
6,724818871
0,780732608
12,49563939
35,82634149
22,95306715
28,56397474
2,347224728
21,71013742
23,45829679
10,47561627
2,783614086
6,690516105
7,428012571
9,623934605
6,945355494
24,42570503
1,413561807
2,306496984
29,06174961
4,263801111
16,70142814
5,404717905
4,203192421
2,363461249
9,871540738
3,424398631
3,783575326
20,43363937
12,3054421
9,213830891
17,1013404
14,83979396
19,23212985
7,117364339
1,049444375
1,397710611
8,00201669
1,167207133
13,42748398
11,77153456
5,882769894
2,821815121
9,977131494
6,388723861
4,350908394
7,565829762
0,083501247
7,025855904
0,737953513
23,99663149
32,39343701
4,224500293
8,753456237
0,079711
17,25724228
1,135737974
6,5071828
5,865370013
5,820778234
4,908317307
4,072544693
12,01340773
33,95332033
2,921579306
2,295701973
4,937114133
0,72266096
19,3155606
0,630014287
1,035314375
3,467107123
87,80939677
2,959654145
22,33410292
16,92420644
36,51435869
19,7483823
16,17347565
6,816472095
17,39472933
2,079437032
0,038100878
1,552918354
6,055334685
6,601675695
13,11243017
0,722345052
7,150602933
9,997743311
4,200327098
59,86549479
11,62942359
1,686890763
14,86051267
18,60410468
36,75345465
8,067624878
10,63773117
94,36835007
25,55887298
19,09740513
0,6718635
57,55126137
7,579645587
0,503471703
12,38111532
1,309353824
0,674514929
5,67848236
18,40900173
3,16582577
1,579002393
6,237808593
3,81771807
8,184088911
37,15214565
7,16867251
5,848083841
18,14484916
13,31200954
2,009765162
10,76169841
3,057326066
40,93384499
13,23681504
17,96316038
16,0169114
3,676494054
6,750461679
16,21394372
13,47656378
20,8218619
12,61981839
20,74415422
13,64710813
0,386213806
5,285731201
14,96202049
4,681720079
10,73010028
27,57675506
9,725709085
26,29824272
7,456895559
11,56786189
20,75054649
4,436848478
3,27523568
12,83681943
52,63187807
0,052974405
6,677844053
72,29905333
0,447026534
5,751466884
8,811018606
25,36391963
8,066999087
0,546888276
12,85957608
12,21981146
9,811544394
25,28292206
12,22200934
18,90312492
20,41861685
1,450212717
13,91632458
3,03287896
20,92882193
0,004642828
8,001000982
38,61108191
10,00941781
15,86226249
0,245981992
4,547114562
3,653898797
2,681874201
0,557412954
4,945578162
1,712946332
1,12248568
16,33159826
12,0222318
0,893485094
9,438383464
22,75823841
7,526723145
17,63118651
11,38329737
0,540225246
24,33369358
21,70722853
8,121703172
50,43660006
7,983627577
18,05483859
19,37339819
7,242565535
8,293358898
2,973071138
12,08482028
6,098785242
1,775998135
14,2254304
10,3051112
4,821940825
5,771238343
7,989185748
6,929261516
30,05569657
0,474408479
0,981238368
1,105236919
17,35466006
8,01029926
9,674479039
2,639832161
20,08262238
14,41857026
1,971559192
0,328678922
43,31448615
18,42354157
33,64621726
2,825983353
69,4457671
29,179885
1,148207904
18,11919255
10,78678362
3,566756685
9,395050443
2,13092587
5,430046404
9,39758241
