105,89027032721864
105,29696924096393
105,57409916969252
105,84462831853924
105,91137259368884
106,11627247908994
105,44698509369522
105,6739770389683
105,82726174850806
106,04307620201467
106,14414137287501
105,63581887641688
105,49726149716979
106,4001323850708
106,29249544475478
106,28649350698099
106,39114542814998
105,53649966447685
106,08395014750757
105,79535339619002
105,7188659465771
105,86081848034317
105,71744444226572
106,0485795578032
105,77474524706754
105,47730680799354
106,111913193464
105,90170749436201
106,47375948674343
106,1830300023735
105,77376591854507
105,63029949131224
105,88443021964065
105,72279684161192
105,5481818679094
105,6416212208496
105,64821104129368
105,61249371809576
105,98385030665935
105,21930970201099
105,801404617244
105,70210451361659
105,84923320373767
105,67822668656048
106,33508080420019
105,77082616144507
106,29047946673394
105,5817976145653
105,90325836228867
106,2537329649406
105,7769451867242
106,17629328049055
105,827686499107
105,73141142180387
105,85339187367403
106,28187196418932
106,27748311825209
105,44785820367548
105,92663143070739
105,35684415864593
105,99894229976996
105,2926745565046
105,90902059894961
106,00584739939708
106,07972072552313
105,7471927387076
105,8644631492552
106,34710448645973
106,3622703245314
105,21216129465671
106,60032020078832
105,99702160193526
106,1056808235031
106,01688957094
105,36441141426072
105,73994045000282
105,84150004745527
105,59252115974408
105,60786879918072
106,41933672475302
105,74183207502752
105,81824996988092
105,8885877547109
105,8860985414779
105,82674819698511
105,75187718685802
105,72496365194554
106,13010403455775
105,44731892580302
106,08770851277941
106,06491767357983
105,54669097769528
105,54804271297883
106,97222011210928
106,15146368067549
105,68966279546711
105,91177706186132
105,90088841991457
106,2218807922929
106,36334614890067
105,7816326729727
105,76145597527996
106,05072041458364
105,68666228279618
105,6068488694097
106,10984592345547
105,89909329329798
106,04766701745915
105,39013919603795
105,51996424058942
105,75393353243014
106,08622884202214
105,71643848825308
105,96946458599507
105,50022431538375
105,80004466315333
106,13369595746107
105,5803419882858
105,59953785967055
105,8929935270041
105,98370404755714
105,51852840977038
105,80228003649766
106,23442418225
106,00674764144591
105,75692978734321
105,88105058593915
105,92358091411467
105,78972079273167
105,46213313012393
105,46394834042617
105,74666135056404
106,2704836569769
105,61289956926102
105,68820831863837
106,06284147296785
105,64876211504776
105,97635173022029
106,07054549873492
106,08174925408018
105,53505805734571
106,48441991943614
106,24501323595209
105,27690966721616
105,78794486297981
106,13873636494111
106,05116726593782
106,26714917411888
105,77467404870845
105,54602914928525
105,55563337038721
105,86556805181252
106,0107475268831
106,31100353927108
105,43750737691943
105,83827106839438
106,18190333747494
106,09704494960425
105,41857731606042
105,46798357966946
105,54495947249862
105,71501604985363
105,92678081579994
105,8378291753652
105,79135180662666
105,82495229397855
105,79106311569215
105,60238356396506
106,841287374508
106,01095892410156
105,63151225917817
106,02828578743454
105,74202873580523
105,85209620363725
105,82670422647122
105,98186017798378
105,95319324531161
106,66951350726809
106,33620455693674
105,88047006634152
105,91571277561587
105,982298118989
105,51788387054293
106,31821090224122
105,90154265795002
105,6525231417612
105,58263545786986
105,56345218495717
105,81800747453518
106,05061946144116
105,69151905361323
105,7764364002973
105,97035583180163
105,46790932704515
106,30004121267295
106,72381605318286
105,73300606191869
106,14936678400444
105,70652812440896
106,56422376786068
105,72163661699204
105,95191224596763
105,81297929050353
105,51558642953427
105,9733235194962
106,39360189568775
106,65083046490658
106,15402501715157
105,73051633793385
106,01321957607196
105,62064530141609
105,70977370452391
105,95507072374299
105,60351841338807
105,83190068067533
106,09996611673853
105,49657132596053
105,85853364428581
105,36152710382524
105,62501758561775
106,25602316220011
105,7877378770057
106,22149967448745
105,36005164153627
106,08244729308042
105,85609250537973
106,18242209445732
105,67972090832
105,71892162659466
105,4517622545608
105,77737470262832
105,88623040796183
105,65747458966568
105,47870692971651
105,84201365071993
105,75170946823478
106,24789970569698
106,0434756693728
106,0407356214829
105,51537271457256
105,88445122524463
106,08396595296762
106,4502349570985
105,63010028605939
105,95933715889676
106,04768278615333
